29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,8,0,90
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,6,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,6,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,6,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,4,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,4,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,4,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,2,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,2,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,2,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,0,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,0,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,0,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,-2,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,-2,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,-2,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,-4,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,-4,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,-4,45,135
100.0,28.49,100.0,100.0,100.0,100.0,100.0,100.0,67,-6,315,45
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,-6,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.49,67,-6,45,135
29.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67,-8,0,90
100.0,38.18,100.0,100.0,100.0,100.0,100.0,100.0,65,18,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,16,315,45
100.0,38.18,100.0,100.0,100.0,100.0,100.0,100.0,65,16,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,16,45,135
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,14,270,0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,14,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,14,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,14,45,135
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,12,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,12,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,12,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,12,45,135
100.0,100.0,100.0,100.0,100.0,100.0,29.5,100.0,65,12,90,180
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,10,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,10,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,10,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,10,45,135
100.0,100.0,100.0,100.0,100.0,100.0,29.5,100.0,65,10,90,180
100.0,100.0,100.0,26.49,100.0,100.0,100.0,100.0,65,10,225,315
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,8,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,8,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,8,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,8,45,135
100.0,100.0,100.0,100.0,100.0,100.0,29.5,100.0,65,8,90,180
100.0,100.0,100.0,26.49,100.0,100.0,100.0,100.0,65,8,225,315
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,6,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,6,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,6,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,6,45,135
100.0,100.0,100.0,100.0,100.0,100.0,29.5,100.0,65,6,90,180
100.0,100.0,100.0,100.0,100.0,26.49,100.0,100.0,65,6,135,225
100.0,100.0,100.0,26.49,100.0,100.0,100.0,100.0,65,6,225,315
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,4,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,4,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,4,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,4,45,135
100.0,100.0,100.0,100.0,100.0,100.0,29.5,100.0,65,4,90,180
100.0,100.0,100.0,100.0,100.0,26.49,100.0,100.0,65,4,135,225
100.0,100.0,100.0,26.49,100.0,100.0,100.0,100.0,65,4,225,315
100.0,100.0,29.5,100.0,100.0,100.0,100.0,100.0,65,2,270,0
100.0,26.49,100.0,100.0,100.0,100.0,100.0,100.0,65,2,315,45
27.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65,2,0,90
100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.49,65,2,45,135
